,Tweet,Emotion
2531,"Crima Organizata , trafic de influenta , hartuire , intimidare , infractiuni cibernetice , tentativa de omor , tortura , furt calificat cu acte girate de ! VINOVATI care si- au aservit Politie , Procuratura , magistrati ! Si biserica !",Frica
2532,": Există două Românii . Una care se distrează și alta care este îngrijorată , iar parte din ea suferă în spitale",Tristete
2533,"  Un imbecil mai puțin pe planetă!Si o pisică , animal domestic fiind , te zgârie și dacă e in toane proaste din varii motive și de aceea e bine sa fii precaut cu ele și sa nu le superi , ce așteptări sa ai de la ditamai matahala de",Furie
2534,"Totul începe cu un sentiment îngropat în adâncul sufletului , pe care îţi este teamă să -l aprofundezi tocmai pentru că te sperie ceea ce ai putea afla . Curajul de a recunoaşte faţă de tine că eşti atras mai mult decât simţi că ar fi normal de ,",Frica
2535,", 43 de ani , a decedat luni dimineața . Din primele investigații se pare ca a fost vorba de un infarct .    Toate gândurile merg acum spre familia îndurerată ! 😞 😔",Tristete
2536,"  Ca orice lucru nasol , incepe lunea",Tristete
2537,"Europa ar trebui să treacă la săptămâna de lucru de 4 zile , cer sindicatele într- o scrisoare adresată politici  ",Neutru
2538,"Nu pot fi eu insumi decat daca ma inalt pana la furie sau cobor pana la descurajare : la nivelul meu obisnuit , ignor faptul ca exist .",Tristete
2539,De ce asimtomatica ? Poate de la optimism un sistem imunitar bun ? Poate obiceiuri de igiena bune ? Poate un metabolism bun care devoreaza grasimile inclusiv alea din jurul covideilor ?,Bucurie
2540,"   Ce dracu vi se pare asa rar ... noi i- am votat pe , sau un , si parlamentul era majoritar muie aia .",Furie
2541,neplacut comentariu . as fi preferat sa nu il primesc in adresa mea . iti propun sa dai unfollow daca te deranjeaza asemenea postari,Tristete
2542,După 45 de ani și 3 nașteri o sa -i multumiți ca l- a inventat,Bucurie
2543,"Dinamo - FCSB 1-1 ( ACUM , ) | a restabilit egalitatea de la 11 metri , chiar înainte de pauză stire   digisport 2review",Neutru
2544,"Basilica : Arhiepiscopia Iașilor regretă că românii pot veni în oraș în orice scop , mai puțin pentru pelerinajul la Sfanta Parascheva",Tristete
2545,Culorile hainelor pe care le porți îți reflectă caracterul . Episodul 10 : Culoarea GRI    -,Neutru
2546,DOLIU ÎN HANDBALUL BUZOIAN . A MURIT ȘTEFAN MILOȘ !   via   de presă,Tristete
2547,Pentru puternici și fără succes ...,Neutru
2548,Peste ... Vârfuri trece luna Codru -si bate frunza lin   Dintre ramuri de cornul sună,Tristete
2549,Proteste masive în Germania . Mii de se revoltă împotriva restricțiilor,Furie
2550,Și mâine e Luni 😅 toată lumea fericită și bucuroasă că merge la muncă ... sau nu 😉    Eu da ! ☺ ️,Bucurie
2551,Ingrijorare in PSD : cine ar putea sa voteze guvernul Florin Citu ?,Frica
2552,"   Nu numai populatia ci si ca interactiune in societate nu stau lipiti unii de . La iarba verde ii vezi fiecare cu familia lui .   Pai la noi in padure auzi numai strigate : "" Fine ! "" , "" Nasa .. ! "" , "" Cumnate ... "" si cand ii ier la nu",Neutru
2553,nu pot crede ca primele tweet uri din an sunt despre cat de mhlt regret tot ce fac,Tristete
2554,Crimă oribilă în Botoșani ! A fost ucis după ce a cerut o țigară . l- a lovit în cap cu o rangă și l- a lăsat într- o baltă de sânge ...,Frica
2555,"s- au delectat cu titluri de beletristică , psihologie practică și biografii . au adus și ei un titlu în topul celor mai citite cărți din săptămâna 19-25 octombrie . 👉",Bucurie
2556,"În România dacă ești depresiv , ai toate șansele să te duci   dracului",Tristete
2557,"Doi din județ , încarcerați în -  ",Neutru
2558,"Morari : Nașul lui Dodon , șef la „ Metalferos ” , a intimidat procurorul care instrumenta   dosarul  ",Frica
2559,"Ah , cum tremură acum europeni , inclusiv , « clona tristă » .",Frica
2560,Imaginea înspăimântătoare surprinsă în această după-amiază în România a devenit virală în doar câteva minute,Frica
2561,"   Ai avut o experiență nefericită , nu înseamnă că sunt toți la fel . Dacă aș fi în situația asta , i- aș prefera oricând în locul băncii",Tristete
2562,Rezultatele promitatoare ale vaccinului testat de si BioNTech au creat euforie pe pietele bursiere,Bucurie
2563,"COVID-19 a speriat întreaga lume ! Mai multe sportive au fost anulate . Multe meciuri de fotbal au fost amânate sau se vor disputa fără , iar a fost anulat . Unul dintre cele mai mari turnee de tenis din lume , ...",Frica
2564,a fost jovial copilaros si foarte bine dispus nu mai spun de emotiile care leam vazut la inceput . e un suflet minunat e imposibil sa nu iti fie drag,Bucurie
2565,"    Poți înțelege că fără atitudinea agresivă a protestatarului , total nejustificată , nu ar fi existat brutalitatea evidentă și în parte inutilă a poliției . Vezi relația directă , nemediată cauză-efect ? N",Furie
2566,"Eu vă sfătuiesc să luați exemplu de la colegii vostrii din străinătate , că văd că dacă vorbim de social networks sunteți varză . Trist dar adevărat .",Furie
2567,"E cumplit pentru oricine , vedetă sau nu ! și- a tăiat ambii sâni preventiv , de frica bolii ! ne rugăm pentru toate sufletele chinuite de această boală cumplită ! Doar Dumnezeu știe cine merită sau nu această boală !",Tristete
2568,"Experienta mea cu "" portatul "" de la un furnizor la altul e una pozitiva ; A fost problematic pana am scapat de monopul Electrica Furnizare Transilvania Sud , apoi totul a curs lin si doar electronic : EFTS ( 2016)&gt ; Tinmar ( 02.2017 ) gt ; ( 05.2018 ) & gt ; Engie ( 05.2020 )",Neutru
2569,"  Niște românache obosiți . Merită o lună de bolit pentru o fugă la mall .. N- avem bani de săpun , da ' avem timp si bani de mall -uri . Tot așa arată cozile și la Cărturești ?",Furie
2570,ConsConRo a autorizat tranzacția prin care compania franceză Laboratoires de Biologie Végétale Yves Rocher a preluat Sabon Holdings SRL :,Neutru
2571,Studiul care dă : cât timp rezistă noul coronavirus pe masca facială ?,Frica
2572,USR PLUS ar putea boicota sedinta de guvern de joi ? Ce spune,Neutru
2573,Comunicat : – Am luat act cu mâhnire de declarațiile hazardate și nedocumentate ale d-lui cu privire la criza medicală,Tristete
2574,"Brexit fără acord , semne de panică : Magazinele , sfătuite să -și facă stocuri . Sute de TIR -uri stau la coadă pentru a intra în UK",Frica
2575,"  a izbucnit din senin , la un tweet despre ... o suspectez că nu a luat pasilele sau a schimbat tratamentul",Furie
2576,PSD diaspora : E pentru prima dată când toţi candidaţii PSD chiar trăiesc în diaspora . Nu e nicio supărare în partid ...,Furie
2577,– Supă cremă de dovleac cu smânână,Neutru
2578,"găsesc pe   site -ul NASA pentru   “ o colecție imensă de puzzle -uri , cărți de ️colorat , labirinturi , jocuri educative și multe altele ” .  ",Neutru
2579,"  Dacă limbajul ăsta nu este , atunci nu știu ce poate fi ... ” Jur că nu ma asteptam sa fie chiar atat de țață tupeistă .   Ca e proasta de bubuie ,   indubitabil . Dar agresiv-fudulă arogantă in halul ăla ... ”",Furie
2580,Erau si lilieci din aia buni de mancat ? Sau erau ascunsi de ? ? 😂,Neutru
2581,incepe sa ma loveasca panica nu mai vreau,Frica
2582,cand l am deschis pentru prima data credeam ca am apasat eu prin setari sa mi apara asa ? ? ? ? ? ? ? e asa si nici nu e necesar sincer,Furie
2583,"  La începutul anilor ' 80 , plecată din Timișoara , o expresie cu năduf bănățean și mai puțini de "" i "" : ( foaie verde de gutui ) Ah , futu -i !",Furie
2584,"Maniac — Da , așa sunt eu 🙂",Furie
2585,Și ... în cât timp credeți că o să avem primele cazuri de coronavirus în România ? Eu nu cred că mai durează mult . Și cred că o să fie nasol tare .,Tristete
2586,"LIVE VIDEO Sepsi - FC Botoşani ( 17:00 , ) . pot face pasul decisiv spre play-off stire   digisport 2review",Neutru
2587,"Ai auzit de terapia prin râs ? E una din cele mai benefice pentru organism . Noi te ajutăm ! Ia legătura cu noi și hai la o terapie de râs și zbor ! 😎   ZborcuParapanta din Postăvaru alături de cel mai vesel pasager :D aka "" ai de ' meu "" 😂 😁 😍",Bucurie
2588,Ce panică !,Frica
2589,“ Nu există aplicații să mă învețe să iubesc / Nu vei găsi fericirea nici cu GPS “   📌   art romania Halloween2020 Happiness ArtistOnTwitter,Bucurie
2590,"din plin fiecare clipa ! Fara manie , fara rautate , fara razbunare , fara ipocrizie . Traieste cu dragoste , cu intelepciune , cu prietenie , cu bunatate , cu compasiune si cu un lucru simplu de daruit : un zambet sincer , din inima . BUNĂ SEARA twitter",Bucurie
2591,❗ ️O recunosc deja la nivel oficial : Un britanic a dispus că veganismul etic este o credinţă filosofică credinţă discriminare hărţuire religie vegan,Neutru
2592,Îngrijorare la OMS : Ultimul milion de infectări în doar opt zile . Pandemii viitoare pot apărea oricând și pot ucide milioane de - Digi24,Frica
2593,"   Zach,,sinte -ti frumosi amindoi sinte -ti fermecātori,,,v-ā iubesc,,,scumpilor,,,!!! ❤ ️",Bucurie
2594,"Azi e o zi minunată . Poveste cu tâlc , despre atitudine pozitivă , mulţumire şi apreciere …",Bucurie
2595,"Muie tuturor rețelelor sociale , nu au stors un ban de la mine de când există și mă folosesc de ele .",Furie
2596,"în Parlament , cu un salariu de mii de lei",Neutru
2597,"   La mulți ani !   Poate din toată clorochina asta , un mare efect pozitiv va fi un vin fain cu",Bucurie
2598,"OMS : ‘ Lumea nu va reveni la normalitate într- un viitor previzibil ’ Organizația asta a fost transformată într- un fel de răspândac de informații alarmiste , apocaliptice ...",Frica
2599,"   Societatea romaneasca , dar nu numai , e cam impartita in tefelisti si non-tefelisti , cu nuantele de rigoare , desigur . , sunt cei care -au inferat cu manie proletara majorarile de pensii , de pilda , ceea ce e o ticalosie",Furie
2600,"  Nustiu ... probabil se promoveaza “ libertatea ” de a- ti alege genul , infiltrarea categoriei de gen neutru in societatea traditionala , pt cei care nu se identifica nici ca M , nici F ... 🤦 🏻‍ ♀ ️",Neutru
2601,"De necaz că eu n- o să merg mâine la plajă așa cum vor face alții , mi- am făcut floricele la 12 noaptea , măcar să știu de ce mă îngraș . 😒",Tristete
2602,"Anca Serea , decizie radicală în plină pandemie : ” Sunt un pic speriată ” ift.tt/3mlXlyX",Frica
2603,"Spitalul "" Victor Babeș "" , reacție după moartea pacientei deconectate de la aparate de un brancardier : Un incident regretabil  ",Tristete
2604,Năstase a cerut demisia lui pentru ofensa adusă de   război,Furie
2605,"  Eu consider ca are si dreptate . Ce facem cu oamenii din zona asta , ii lasam sa moara de foame ? Le dam cum mila de la stat 75% impozitabil ? Bugetarilor le- a fost bine . Au luat salariile mari si intregi , iar noi fraierii am luat si 1100 de lei",Tristete
2606,Craciun Fericit alaturi de cei dragi 🎄 🎀 🎅 🤗,Bucurie
2607,"  Foarte buna 😂 Dincolo de amuzament , e si ceva ( mai mult ) adevar aici , a propos de vorbele lui SColtescu ...",Bucurie
2608,"Cand aud de , tresar necontrolat ! 🥴 Ma astept la vesti de pe front , multam lui Dumnezeu ca a anuntat doar ca o sa fie apacalda in Bucuresti ! O , da stai ... asta nu trebuia sa fie Nicusor ? 😳",Frica
2609,În seara asta gătesc numai pentru mine . Și cînd o să termin de mâncat o să las niște bani pe masă . Să mă simt și eu ca la restaurant .,Neutru
2610,Ia uitati si jegul asta mancator de rahat ce declaratii face ! Cum de Romania s- a implicat in asa ceva ? ? Nu sunt vreo specialista in NIMIC insa iti poti da seama de la o posta cat de corupt este acest jeg infect !,Furie
2611,"U Craiova și CFR Cluj au terminat nedecis , în ultima etapă a sezonului regular",Neutru
2612,"a mai găsit un "" "" . "" Celebra "" Floriana îi dă Bursucului . "" Sunt 10 şi un singur maltez . Problemele CFR -ului sunt enorme """,Frica
2613,""" mentalitatea întregii societăți poate contribui la creșterea nivelului de corupție într- o țară . "" zice LCK    Hai sictir , lepra securista ! 🤮  ",Furie
2614,: „ Sunt îngrijorată de ce se va întâmpla în următoarea lună ”,Frica
2615,"Deputatul USR-PLUS , , mesaj din Parlament : stimați colegi ,    vă invit să colaborăm în interesul românilor ! -  ",Neutru
2616,dau pozitivitate .   cei dragi dau dragoste .   Pentru că ceea ce cineva are în suflet se dăruiește .,Bucurie
2617,Opinie : Maia Sandu a dat dovadă de iresponsabilitate și lașitate atunci când și- a provocat demisia propriului guvern -,Frica
2618,"Până în prezent , Tesla a fabricat 1 milion de mașini electrice , a anunțat CEO -ul pe Twitter , în prima zi a lunii martie 2020 ❗ ️   ℹ️    tehnostiri upb1818 TeslaModelY ElectricVehicle",Neutru
2619,"Durerea schimbă devin răi și nepăsători , alții suferă în tăcere și se prefac ca totul e bine .......",Tristete
2620,"Perspectivă prin digitalizare - Eveniment web expert VGB „ Digitalizare în hidroenergie 2020    hydro , energy , digitalization",Neutru
2621,"Premieră la Opera Brașov : „ Anotimpurile ” , spectacol de balet pe muzică de și  ",Neutru
2622,"Luptele pentru agonisirea capitalului politic moldovenesc pe marginea acestei „ ciume ” arată ca o bătălie cu morile de vânt . Stânga dă -n dreapta , dreapta dă -n stânga . Poate prindem mai întâi virusul , ca mai apoi fiecare să -și poată continua sănătos luptele ?",Furie
2623,", euforic după primul amical al Rapidului . "" Nu au fost diferenţe pe teren , chiar dacă Dinamo are de play-off """,Bucurie
2624,Cred ca taica-miu e spaima blocului cu melodiile lui de club la volum 100 toata ziua,Frica
2625,"Multe necazuri am patimit dupa BisericaCatolica si   GrupPenal , grup ce isi va petrece muuulti ani in soatele gratiilor !",Furie
2626,"ACCIDENT DE GROAZĂ în raionul Cahul . O a murit , iar alţi doi , printre care şi ... -",Frica
2627,"  Nu îmi place când este trist sau când lacrimile ii brăzdează obrajii , îmi frânge inima 💔 💔 .. Este prea special pentru atâta durere .. Oricât ai încerca să te prefaci sau sa îți joci rolul inima își are '' rolul ei '' și cr",Tristete
2628,Porcaria asta de pandemie va face diferenta dintre care baga capul in nisip si plang cand apare vreun necaz si oamenii care vor cauta o oportunitate si vor incerca sa faca ceva . Trist e faptul ca primii ii omoara pe cei din urma,Tristete
2629,"  Păi , zi și tu , nu -i mai ca lumea întâi să -l împuști pe ăla ca pe- un câine turbat și p- ormă să vezi ce zice justiția ? Poți să -i iei și gâtu ' , dacă-ț place mai d- aproape ...",Furie
2630,BNR face anunțul cutremurător pentru țara noastră . Toți românii sunt vizați : va fi oribil,Frica
2631,", dezvăluiri despre iubitul pe care l- a ascuns luni în șir : “ Sunt frustrată … Nu e persoană publică ” ...",Furie
2632,"Ai adus zâmbete , fericire , bunătate pentru ca tu ești un dar frumos CanYamanTheBestActor",Bucurie
2633,Sa nu apasati butonul de RESET al browserului . Am apăsat eu . Și acum toate siteurile mă întreabă dacă sunt de acord . Fuck !,Furie
2634,ce muzica gasesc la deniz prin imi cam da de gandit,Neutru
2635,NASA trimite un nou vehicul spațial pe Marte !,Neutru
2636,lipiti de pierce efectiv nu e posibil,Neutru
2637,"și altele precum acestea , sunt toate șansele să simți emoții neplăcute .",Tristete
2638,"Să interzici prin lege un concept e o practică tipic comunistă . Punct . Hai și cu teoria evoluției , dacă tot v- ați pornit . PS . O nonproblemă care arată cât de rupți de realitate sunt parlamentarii români . Într- o țară cu minore violate și incendiate , de asta -i fute pe grija .",Furie
2639,Am renunțat de mult să mai găsesc rațiune pe Facbook . M- au mâhnit mult prostiile portate de pe care îi credeam mai isteți . Am renunțat să mă iau de ei pentru că țin mai mult la sănătatea mea mentală 😑,Tristete
2640,"  Acum n- am de ce să mă prefac că nu m- a indignat toată situația asta și că nu am fost dezamăgit , dar din nou , toți greșim , iar unii sunt mai greu de înțeles , dar dacă își recunosc greșelile și își asumă - așa ca tine",Furie
2641,Izolarea poate crește starea de anxietate,Frica
2642,"Va ador ! Pana acum ochii mei au avut parte de cele mai frumose răsărituri de soare ! Mi- am delectat ochișorii si mi- am umplut inima cu fericire si va multumesc pentru asta , sunteti adorabili si iubibili 🥰   Sa avem o zi superba asemenea sufletului nostru !",Bucurie
2643,"  facem facem ! ! am fost eu , ca i aproape aici de noi , e tare frumos , au si copacei ! !",Bucurie
2644,"De la 1 ianuarie vom fi obligaţi să colectăm separat deşeurile bio-degradabile , precum fructele şi legumele alterate sau alte resturi vegetale . Cei care nu respectă legea vor plăti amenzi cuprinse între 400 și 20.000 de lei .  ",Neutru
2645,"   Băăă , câtă vreme doar boarfe bătrâne cu milioane de pule la bord și boșorogi hârșiți , bășinoși , alcoolici și cu toane de cumătră la menopauză vor hotărî pentru Europa , se duce șandramaua pe apa sâmbetei , spre ma",Furie
2646,Casa Albă a cerut NASA cel mai mare buget din ultimele   decenii,Neutru
2647,Nu ai mancat asa deliciu ! Placintele gustoase pentru micul dejun   via,Neutru
2648,A murit Simion Pop . Legătura dintre cântărețul de muzică populară și Denisa   Răducu,Neutru
2649,"Hai sa preparam un mic dejun copios vegan vegetarian   , felii chorizo sau carnaciori gustosi . Tu alegi cum iti faci dimineata mai buna . Viziteaza    spicy homemade breakfast fresh delish amazing foodgasm hungry tasty instagood vegetarian",Neutru
2650,Coronavirus bagă spaima în Germania ! Merkel a recunoscut : Cea mai mare provocare după al Doilea Război Mondial,Frica
2651,Soluţie pentru deşeurile vegetale ale orădenilor : saci de unică folosință de la RER Vest,Neutru
2652,""" Ne -a iesit totul in seara asta ! sa mai inscriem ! "" :) , EXTAZ ...",Bucurie
2653,Cafea și muzică   prin,Neutru
2654,"rusă , Roscosmos , care concurează cu compania privată SpaceX a antreprenorului , a anunţat vineri că intenţionează să aducă pe Terra eşantioane de scoarţă planetară prelevate de pe Venus şi să dezvolte un vehicul spaţial care va ...",Neutru
2655,"  Oltenii Ăștia ... vestiți în toată lumea , nu doar Europa . Silicon Valley",Neutru
2656,Sunt foarte mulțumit . 🤗,Bucurie
2657,"Băi frate ... a fost minunat . Bravo , maestre Barenboim ! 👏 Și e INCREDIBIL ce poate face vioara aia , a reușit să -mi smulgă o lacrimă și un ..   Declar pe proprie răspundere că am avut un eargasm de povestit nepoților și merg la somn complet ( audio)satisfăcută .",Bucurie
2658,"( Isaia 66:2 ) „ Iată spre cine Îmi voi îndrepta privirile : spre cel ce suferă şi are duhul mâhnit , spre cel ce se teme de . ”",Tristete
2659,Tratatele internaționale ar urma să fie monitorizate de Guvern -,Neutru
2660,Apreciez mult inima ta bună frumoasa și gândurile tale despre dragostea și respectul pe care -l ai fata de CanDem și mai ales pentru CanYaman si DemetÖzdemir la gândesc iubesc apreciez și respect acesti minunați !,Bucurie
2661,"Orlando , dragonul lui , a prins viață datorită mâinilor îndemânatice ale Liei Pfeiffer de la Atelierul de Pufoșenii . Iar eu sunt bucuroasă să mă găsesc cu un mic pas înainte către împlinirea visului de a- mi vedea cărțile ecranizate 🐉 🐻 😊",Bucurie
2662,"Bună dimineața , Twitter . O duminica binecuvântată .",Bucurie
2663,"Un şofer de taxi columbian răspândeşte veselie de Crăciun , alături de său canin  ",Bucurie
2664,Nu de seringile de pe plaja mi- e teama ci de cioburile sticlelor sparte de toți bețivanii din Romania . vamaveche,Frica
2665,Am si eu o intrebare 🙈 😂 De unde stiu oamenii cu chelie pana unde sa se spele pe față ? Poate sa ma ajute cineva ? Ca mi a ramas buletinu ' mic si nu ma prind 😂 😂   amuzament QuizTime,Bucurie
2666,la Andrei Șaguna : doi au ars în   casă,Tristete
2667,"Mâncarea bună nu numai că te face mulțumit și fericit , ci aduce și mult noroc . Conform tradițiilor din întreaga lume , anumite alimente sunt cunoscute pentru că au puterea de a transforma destine .",Bucurie
2668,"   Am bănuit după poza Black .. Îmi pare rău pentru tine . Viața are cursul ei și merge înainte , chiar dacă de multe ori e dureros și nu ne convine .",Tristete
2669,Sa il fut in gura pe Jimin ca ma rănește asa,Furie
2670,"3.000 de școli din România vor fi echipate cu internet GRATUIT , de la mediul privat . Care sunt firmele binevoitoare  ",Bucurie
2671,"Bună dimineața ! Dacă ați găsit un zâmbet într- o cafea , să știți că e de la mine ! ☕ ️ Zi plăcută vă doresc ! ☕ ️ 🙏 🍁 🍂 👍",Bucurie
2672,😀 scuzați graba ! E bun și vinul !,Bucurie
2673,iar o să fiu singură acasă iar o să mor de anxietate 😭 😭,Frica
2674,Daca testul de covid s ar face si cu o muie la pachet in banii aia am afla exact cum sta tara asta vs pandemie,Furie
2675,Ba in tractoru e numa ' veselie   Cum sa plangi ?,Bucurie
2676,Asociație : Acțiunile de intimidare în domeniul metalelor atinge   apogeul,Frica
2677,Muie Tudorache !   Clotilde se afla detașat in fața lui incat voturile care au mai ramas de numarat nu ar mai putea schima situatia .,Furie
2678,Condolianțe familiilor îndurerate de pierderea celor dragi ! ! !,Tristete
2679,buna siua am venit sa ma plang iar ca nu gasesc si eu blugi ca lumea pe toate aplicatiile astea smf,Tristete
2680,Semnal de alarmă de la UNICEF . sunt expuși la abuz din cauza furiei,Frica
2681,"Lady Gaga , autoizolare , alături de noul iubit , de teama coronavirusului ! „ Încercați să nu dați virusul mai departe ” ...",Frica
2682,"muie China pisha-m -as pe "" vasta voastra cultura "" sunteti o natie de retardati condusa de niste comunisti infecti .",Furie
2683,Buna dimineata ! Hai ca esti pe optimism din ala dinainte de depresie ..... 😱 😱 😱 😱,Tristete
2684,Sunt prea timid sa te trezesc asa ca decat as sta acolo awkwardly asteptand sa te trezesti,Frica
2685,Nu sunt om de mare . Mai degrabă de munte . Dar sunt meteo sensibil . Mă deprrimă sau cel puțin mă fac melancolic zilele mohorâte . Din păcate satul românesc nu mai e ce era . Sau cel puțin nu am găsit eu locul .,Tristete
2686,S- ar fi speriat când a rămas singur cu pruncul şi le- a relatat poliţiştilor că el nu este în măsură să îl îngrijească .,Frica
2687,Reteta zilei : Floricele de porumb aromate cu unt si branza,Neutru
2688,"   OMG ! Pai e iad , trebuie sa suferi . No sex for you !",Furie
2689,"Viitoarele rețele fără fir 5G care vor oferi servicii de telefonie mobilă mai rapide pot duce la prognoze meteorologice inexacte , potrivit unui studiu Rutgers despre o problemă controversată care a creat anxietate în rândul meteorologilor .",Frica
2690,"   Comportamentul celor care nu tin cont de nicio regula provoaca indignare . In fine , eu o las balta , sa aveti voi dreptate . Nu mai am energia sa ma contrazic pe tema asta .    Seara faina !",Furie
2691,"Ați auzit de capitalismul de supraveghere ? bine , dacă n- ati auzit , veți auzi curand . Dar mai ales îl veti simți . Toți . Chiar si cei care acum îl tot negați , cu înverșunare . Vom trăi si vom vedea !",Furie
2692,Manifestul unui renumit medic francez : E dificil să rămâi tăcut când vezi că delirul alarmist care invadează mass-media și rețelele sociale a întrecut orice măsură . Nimic nu justifică aceste discursuri . În afară de frică,Frica
2693,"    Păi , aia e. Că nu prea le mai am . Pandemia lui pește . Nu mai am nici concentrare , nici inspirație . E un consum interior inutil care duce la un fel de sterilitate intelectuală . În schimb , arțag , agresivita",Furie
2694,"din parcările marilor centre comerciale , cu priviri rătăcite și abulice , în pragul unui atac de panică .   DeNeprețuit",Frica
2695,Dacă sap prin mail -uri poate găsesc ceva cu un laptop MSI trimis la test mort pe bancul de probă . Mie personal mi- a murit placă video MSI scoasă din cutie . Loturi și loturi .,Neutru
2696,"Bai   , terminați cu știrile alarmiste cu magazine fără mâncare , wtf !",Frica
2697,ba cacatilor pai ce sa va zic ba futuvan gura sa va fut ca prinde jonatan ala 3 boti si eu stau cu pulan apa si nu prind dreacu nici la deicheman o pereche de crocsi in mortii vostri,Furie
2698,"Trucurile de intimidare economică și de manipulare politică pe care Statele Unite le- au jucat asupra companiilor non-americane echivalează cu jafuri coercitive , a declarat vineri un al Ministerului chinez de Externe",Frica
2699,"Guvernul a dat undă verde legii care dă voie să închidă localuriPremierul a declarat , astăzi , după ședința de Guvern , că Executivul a",Neutru
2700,"Prețuiește până și cele mai scurte momente de amuzament și "" prosteală "" ele fiind cele care după un timp vor conta mult pentru tine ❤ ️ ❤ ️ ❤ ️ !",Bucurie
2701,esti profund ingrijorat vizavi de potentialul statului de a- ti controla viata privata in situatii de urgenta ?,Frica
2702,"  In final , tot amărâții vor plati , cum s- a întâmplat mereu . Clas de mijloc s- o mai descurca , cumva , dar de cei săraci va fi vai si amar , iar ei ar trebui sa fie primii care să protesteze impotr ac măsuri de "" protecție"" . Deja s- a recunoscut",Tristete
2703,"Bună dimineața suflete dragi .... Oferă întotdeauna   celor de lângă tine   tot ceea ce îți dorești să primești de la ei ... Oferă bunătate , sinceritate , dăruire , dragoste și iubire   ! Fii acea persoană pe care semenii …",Bucurie
2704,"  sunteti un exemplu .   intimidant , dar de urmat",Frica
2705,imi e frica nu cred ca stiu suficiente cuvinte,Frica
2706,"   Eu sper sa nu - Firea e de departe cel mai bun pe care l- am avut in istoria recenta , plus ca pe ea o doare la basca daca nu prinde un nou mandat , insa vor avea de patimit din cauza cretinismului TFL . �",Furie
2707,cu andive la cuptor,Neutru
2708,"O zi de Duminica frumoasă , binecuvântată , în care vă doresc să întâlniți la fiecare pas un gând bun , o vorbă dulce , un zâmbet drag și un strop de fericire ! 🙏 ❤ 🤗 ⚘",Bucurie
2709,"„ Sunt unui adolescent cu autism , a cărui anxietate s- a accentuat de când stăm în casă . Ce pot face în acest caz ? ” Răspunsul Poliției   via",Frica
2710,"Tragedie . Două au ars de vii într- un incendiu în Pleșa , comuna Mănăstirea Humorului .    In sinistru au fost distruse o șură și o bucătărie de vară .   Incendiul a izbucnit în jurul ore 15.00 la șură și bucătărie .  ",Tristete
2711,"-Gândește -te ca persoanele respective fac asta din răutate/frustrare ! -Încearcă sa vorbesti despre asta cu cineva care te înțelege , pentru a- ți da sfaturi ! -Spune -le acelor persoane toxice ca nu iti pasa , nu le da importanță ! -Poti într",Furie
2712,.. În viață este bine să ai prieteni putini dar siguri .. Nu contează numărul lor .. important este se te poți baza pe oricând și în orice împrejurare . Te pup și te îmbrățișez cu drag ❤,Bucurie
2713,Se vede că ești un frustrat ! Ce trebuie să scoți în evidență faptul că am un cont de OnlyFans ? Crezi că totul depinde de asta ? Esti prost stai jos nota 2 ! Mars !,Furie
2714,"  i- a spus ca a invatat si ii mai zisese si "" bravo "" . Am plans toata ora de nervi si mai era si ma panicam 🤡 ✌ 🏻",Furie
2715,"  .... ci mai degrabă nr. bolnavilor din ATI și nr. și procentul cazurilor grave , cât și . Acum are un mesaj total schimbat , alarmist , la polul opus . Mi se pare ușor bizar",Frica
2716,da bro iubesc albumul nu -ti face griji va sustin pana in panzele albe cred,Bucurie
2717,"OMS : Un milion de decese provocate de COVID-19 reprezinta '' un prag foarte trist '' , insa virusul poate fi stopat",Tristete
2718,"  Nu . Nu e genial . E cea mai bună soluție din clasa politică jalnică actuală . Iar poporul ... e cum vedem : ignorant , etern revoltat și , dar cu grave lacune în a respecta norme minime de igienă și distanțare . Unele zone ma",Furie
2719,A început semnalizarea celor mai riscante zone din traficul bucureștean   via   Bucuresti FM - Radio Muzica Live Online -,Neutru
2720,da e aiurea rău sa suferi din iubire . Dar ai ajuns vreodată sa fi in depresie din cauza unui serial sau al unui film ? 🥺 😔,Tristete
2721,"Nu peste mult timp m- a voi aseza la somn , per asamblu am avut o zi buna , chiar daca apare ceva neplacut in principiu conteaza pentru mine dar incerc sa -l l- as in urma si sa fiu eu , cu o gandire pozitiva si cu multumirea ca sunt sanatoasa , , am vorbit cu si mi- a facut bine",Bucurie
2722,Lecția 28 – Substantivul –,Neutru
2723,"European property awards winner 2020 | PIATRAONLINE : Echipa PIATRAONLINE este încântată să vă anunțe că am câștigat trei categorii la International Property Awards , cu cele trei proiecte cu care am participat : ...  ",Bucurie
2724,Nu doresc sa fiu acea persoana dar sunt sigura ca iar va fi un scandal intre si canapele pentru ca ambele grupuri lanseaza chestii in aceeasi perioada . 😔,Furie
2725,"german , furioasă pe   Trump",Furie
2726,"Am toată admirația din lume pentru oamenii care într-adevăr își iubesc meseria și o practică cu drag și pasiune . Pentru aceia care nu o consideră o ' corvoadă ' ce îți pune pâinea cea de toate zilele pe masă , ci mai degrabă o vocație . Bravo vouă , sunteți din ce în ce mai puțini !",Bucurie
