text,Ad1,Ad2,Ad3,sum_labels,agreed_labels,percentual_labels,labels_numbers
VIDEO Panică într- un centru comercial din <|PROPN|> . Un fost agent de pază a luat 30 de,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0, 0, 0, 0]",[3]
e asa de frig ca sa zbârlit blana pe biata pisica.... sărăcuța cred ca i-au înghețat lăbuțele...😔😥🐈😿,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
➪ Munca onestă. Dacă lucrezi ca <|PROPN|> sau femeie de serviciu meriți respect mai mult decât majoritatea oamenilor din guvern. Munca cinstită trebuie răsplătită cu respect.,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]",[6]
Nu mai injura ca ti iau tot neamul in pula,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
Umpic de veselie nu strica:),"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Jumătate dintre femieri sunt afectați de criza #coronavirus, dar și de seceta severă <|URL|> … via","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 0.66, 0, 0]",[5]
"Lume, am si eu o rugaminte la voi, cei care aveti cont pe sa ii ardeti la baiatul asta un raport pentru furt, respectiv plagiat, toata pagina aia a lui e un plagiat de la cap la coada, fura fara nici un resentiment., merci!","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Prietenia adevărată pentru mulți dintre noi nu există, ea este doar o iluzie, ceva trecător şi pierdut, dar ea va trăi mereu pentru mine. Căci eu ştiu ce înseamnă să râzi, să plângi, să visezi alături de persoanele atât de apropiate sufletului.","[0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 2, 0]","[1, 0, 0, 0, 0, 1, 0]","[0.66, 0, 0, 0, 0, 0.66, 0]","[1, 6]"
"Iarta <|PROPN|> ca te- am iubit- <|PROPN|> . Ai iubit vreodata un nepotrivit, iar dragostea ta s- a transformat in regret, pictand pe panza scurta a tale cea mai mare greseala? <|PROPN|> ","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
Sakura este stoc epuizat pe <|PROPN|> 😰,"[0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 2, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.33, 0.66, 0, 0.33, 0, 0, 0]",[2]
"Credibilitatea lui <|PROPN|> la nivel global a scăzut masiv în urma răspunsului său în gestionarea pandemiei. Liderul SUA, mai puțin credibil decât <|PROPN|> sau <|PROPN|>.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Javra asta securistă trebuia să fie în pârnaie de multă vreme. Un personaj toxic, o scursură umană care coboară nivelul oricărei dezbateri publice. Multă <|PROPN|> ii urez!!","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
"bagă spaima în români. Urmează dublă epidemie, <|PROPN|> şi gripă! "" Mi- e şi frică să spun mai mult decât atât ""","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 1, 0, 0, 0, 0]",[3]
"Soția mea lucrează la o școală din UK, și cele mai multe cazuri de bullying sunt cauzate de. Zilele trecute o colega da munca se plângea că fata ei toată ziua că e necăjită de colege.","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Nu! Am pielea <|PROPN|> de atatea jigniri si atacuri! Cu cat ei <|PROPN|> ataca si-mi aduc jigniri personale, cu atata prind si <|PROPN|> i multa forta... Doar un analfabet functional,isi inchipuie ca daca te injura ai sa-ti schimbi optiunea si o sa-i dai","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 2, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0, 0.33, 0]",[4]
Da.... E teribil ce se întâmplă în <|URL|> ce ne afectează și ne privește și pe noi....,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0]","[2, 0, 2, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0.66, 0, 0.66, 0.33, 0, 0, 0]","[1, 3]"
"De ce să fii antreprenor și nu angajat? Senzații tari! Munca 12-14 ore pe zi, 6 zile pe săptămână, ani de zile până se văd rezultate, nopți nedormite, grija că vine sfârșitul lunii și nu ai bani de salarii, când auzi cuvântul ”concedii” te panichezi, d…","[0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 2, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0.33, 0.33, 0, 0]",[3]
Sinceritate 0! Daca avea creierul la el nu spunea porcariile alea de la bun inceput! O javra! <|PROPN|> ,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 1, 0, 0, 0]",[4]
se implică în războiul din Guvern: Coaliției de guvernare chemați la <|PROPN|> ,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Fotbal: Fundaşul echipei <|PROPN|> ,, acuzat de insulte rasiste, suspendat zece meciuri","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Chiar aveam nevoie de un zambet! Numai bine, dragilor!","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 2, 3]","[0, 0, 0, 0, 0, 1, 1]","[0, 0.33, 0, 0, 0, 0.66, 1]","[6, 7]"
Se fut hipopotamii ce să mai.,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
"Vaaai, ce dezastru pentru profeții guvidului, <|PROPN|>, <|PROPN|> și orbeții săi! N-are careva la-ndemână înc-o pandemie, ceva, care să justifice mania controalelor în săruința de stăpânire a națiunii?","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0.66, 0, 0, 0.66, 0, 0, 0]","[1, 4]"
"PSD,: Mâine prezentăm propunerea noastră de buget alternativ pentru <|PROPN|> . Toată lumea e îngrijorată de această propunere de buget de austeritate a actualului guvern","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0.33, 0, 0]",[3]
"Oare ii e frica de ace? Eu am aceasta fobie, <|PROPN|> .. 😁","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1]","[0, 0, 2, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0, 0.33, 0.33]",[3]
"Lumanari parfumate si mirosuri S- a dovedit stiintific ca lumanarile aduc veselie si energie, eliberandu-ne de orice gand si energie negativa. Astfel ca, o seara petrecuta la lumina lumanarilor, urmarind serialul preferat, aduce un plus de buna dispozitie,....","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
Reteta zilei: Rulouri de orez cu ton,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Unii sunt chiar lipsiți total de informație... Suntem în secolul XXI... Eu sunt consternată...,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.33, 0.66, 0, 0, 0, 0, 0]",[2]
"Proiect de lege, înregistrat la Parlament- <|PROPN|> ar putea renunța la schimbarea orei Energie Electrică, <|PROPN|> , Ora De Vară, parlament, Proiect De Lege, Republica <|PROPN|> , Sănătatea Oamenilor, Schimbarea Orei","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
"Candidat Pro <|PROPN|> la o primărie din <|PROPN|> cu două condamnări definitive pentru corupție. Explicația unui coleg: Oamenii îl iubesc pe <|PROPN|> Toadere și pe el în vor. Și eu m-am mirat, dar asta e situația","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0.33, 0, 0.66, 0, 0]",[5]
Tătaru ministrul român al sănătaţii declară cu a sa gură la <|PROPN|> că toată această isterie zisă “ covid ” … ESTE cu multă înverşunare chiar DE DÎNŞII <|PROPN|> ! “ Solicitată ”! Vedeţi-i propria declaraţie şi trageţi propriile concluzii! Cui foloseşte această …,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
miroase a scandal pe aici,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0.33, 0, 0.66, 0.33, 0, 0]",[4]
"Mergeți, dracului, acasă!: <|URL|> …","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"O pensionară de 81 de ani tânjeşte după soţul ei de 36 de ani, separaţi din cauza <|PROPN|>: „Voi fi alături de tine pentru totdeauna” #stiri #romania #Observator","[1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0.33, 0, 0.33, 0.66, 0, 0.33]",[5]
"ÎNGRIJORARE. SECȚIA <|PROPN|> a spitalului <|PROPN|> din <|PROPN|> , PLINĂ de-","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
"Tocmai am trăit un moment de perplexitate. De 2/3 săptămâni așteptăm un colet, prin poștă. Mergem la sucursala Zorilor (Cluj) de care aparținem: - A fost returnat la expeditor după 10 zile. - Și de ce nu am primit aviz?- Pentru că nu avem poștaș!- Glumiți?- Nu!","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0.33, 0, 0.66, 0, 0, 0]",[4]
Opinie: Maia <|PROPN|> a dat dovadă de iresponsabilitate și lașitate atunci când și- a provocat demisia propriului guvern-,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Integritatea presupune ca în relațiile noastre să fim corecți, drepți, onești și să acţionam cinstit. <|URL|> #succes #careercoaching #cvwriting #training #timemanagment #subconstient <|URL|> …","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
E foarte amuzant 🤣 am ras azi intr- una:))),"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
Consumați rațional resursele de apă! Meteorologii au emis Cod Portocaliu de secetă hidrologică <|URL|> ,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0, 0, 0, 0]",[3]
"Eu stau în ploaie de lacrimi, o ploaie divină, Când nu mai e soare, durerea apare la lumină... Lacrimi pe foaie, îmbibate în cerneală... Sângele din venă curge șiroaie, <|PROPN|>-i degeaba.....","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Dacă un prostovan se filmează când circulă cu vit de 200km/h, sau omorând un caine, poliția se autosesiz imediat. Că fetița asta e chinuită până la a i se smulge scalpul, nu cred să pese autorităț. a rămas cheală pt t","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0]","[2, 0, 2, 2, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0]","[0.66, 0, 0.66, 0.66, 0, 0, 0]","[1, 3, 4]"
"Periculos. Marea Coaliție, ca în <|PROPN|>. Prezintă oarecare stabilitate, dar lasă teren liber extremelor politice care capătă loc de crescut și prosperat.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 1, 0, 0]",[5]
"Castelul de nisip (373) toxic. Cum suferea de o <|PROPN|> cronica, boala i s-a agravat <|PROPN|> i-a afectat creierul <|PROPN|> inima. A inceput sa uite <|PROPN|> sa faca tot felul de crize. A fost prin spitale, dar medicii imi spuneau ca organismul e epuizat <|PROPN|> nu au ce sa-i faca. In cele din urma,","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0.33, 0, 0, 0, 0]",[1]
Vai de capul lui săracul!? A dat în damblaua pisicească rău de tot!? 👍 <|PROPN|> 😲 😂 😂 😂,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"8 Martie cu zâmbet! 🌹 🌷 Încă din prima zi de primăvară și până astăzi, zilnic, am încercat să aduc un zâmbet pe chipul doamnelor și domnișoarelor, să le ofer câte o floare și să le transmit un gând bun. O primăvară …","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0.33, 0.66]",[7]
"EXCLUSIV – <|PROPN|> DE COVID-19: O mămică ținută cu copilașul în brațe 4 ore în fața spitalului <|PROPN|> . Fetița în vârstă de un an și 9 luni avea 39,9 febră via Mare 24","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0.33, 0.33, 0, 0, 0]",[1]
"FOTO/VIDEO Imagini dezolante dupa ploile torentiale din ultimele 24 de ore: strazi inundate, drumuri rupte si tone de gunoaie carate de apa","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 0.66, 0, 0]",[5]
Super mașină la vremea aia. Extrem de fiabilă,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]",[6]
Ministrul Economiei a dat asigurări că lucrează la un program de sprijin în vederea reducerii unor cheltuieli.,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
"Bilanțul provizoriu al atacului din <|PROPN|> , 17 răniți: 6 sunt în pericol de viață.: „ Terorist în fugă. Țineți-vă copiii acasă ”","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",[3]
"Asta sigur nu, retrogradarea ar fi cu adevărat dezastru. Nu pentru a retrograda o fac, orice club e disperat să poată rămâne în <|PROPN|>.","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[1, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0, 0.33, 0, 0]",[3]
"Drăgușanu,, divorț cu năbădăi! <|PROPN|> , la notar cu bodyguarzi, strigă: « Sunați la 112! »","[1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0]","[2, 2, 0, 2, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0]","[0.66, 0.66, 0, 0.66, 0, 0, 0]","[1, 2, 4]"
La altex totul este epuizat =)))))),"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"N-am avut somn și nici altă treabă, așa că am stat cîteva ore din noapte pe presa americană. O parcurg zilnic, dar astă-noapte am stat mai temeinic. <|PROPN|>-ul pe care l-am simțit din presa americană este că <|PROPN|> cîștigă. Dar nu mai cred demult în presă, așa că nu știu...","[1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 1, 0, 0]",[5]
"TIR și autoturism, căzute în prăpastie la Valea Sării! via de <|PROPN|> <|PROPN|> vrancea <|PROPN|> valeasarii <|PROPN|> accident <|PROPN|> monitoruldevrancea","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0.33, 0, 0, 0, 0]",[1]
Mulțumesc asemenea iubita. Îți doresc o zi de duminică minunată şi plină de soare în suflet alături de cei dragi. #CanYaman,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Seară frumoasă, tuturor. Iubiți, visați,","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 0.66]",[7]
"Am surprins-o pe,, de fiecare data <|PROPN|> ii pregatesc ceva de mancare,, e incantata de fiecare data <|PROPN|> preparatele culinare,,,, <|PROPN|> eu fericita,,, sufletul fiindu-mi multumit,,, am facut-o fericita <|PROPN|> 🌺,,, <|PROPN|> cu un zambet larg pe buze,,,,,, * * * *","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
“Frica distruge speranța. <|PROPN|> distruge frica. Faceți o lista cu lucrurile grele prin care ati trecut în ultimii 10 ani și cărora le-ati supraviețuit. Apoi aplicați la prezent.Și aceasta va trece! Inima sus!Acolo îi e locul. Să fiți sănătoși! Și cu nădejde.” Dr C <|PROPN|> ,"[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0.33]",[6]
🙏 Pandemia asta a întors lumea cu susul în jos! Să ai grijă de tine <|PROPN|>!🙏,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.33, 0, 0.33, 0, 0, 0.66, 0]",[6]
Fabuloasă memorie are <|PROPN|>. <|PROPN|>.,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
"Ministrul Sănătății NU ia încă în calcul o nouă stare de urgență. <|PROPN|>:,,Trebuie să respectăm aceleaşi reguli pe care le-am respectat şi până acum”","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
MedLife restrânge consultațiile pacienților de gripă în timp ce coronavirusul de răspândește alarmat în <|PROPN|> . Medic: Prima mostră de ” omenie privată ”. Pe criterii de profitabilitate |,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Da, au sute de oameni la divizia de IT, cu salarii babane, sunt convins, dar produsele lor sunt o calamitate. Într-adevăr, nu se mai poate face nimic online acum: nu mai poți plăti facturi, nu mai poți face transferuri. Nimic...","[1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0, 0.33, 0.33, 0, 0]",[1]
